token0,token1Price,token0Price,volumeToken1,volumeToken0,blockNumber,reserve0,token1,txCount,reserve1,createdAtTimestamp,exchange,liquidityUSD,id,volumeUSD
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005632580774926411033376529627129683,1775.385103133412011317013232216593,13772582.74485244777325845,29176886924.646207,14858571,39182228687940,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",825049,22069706802646093863435,1599678405,sushiv2,78349583.09610084115061118916047287,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29141703645.06087163324044317717378
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005680603734045185027083394980275661,1760.37626776669251660636890762011,13772720.394831918293962344,29177129864.197586,14859071,39016861292485,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",825108,22163932794881333507320,1599678405,uniswapv2,78041088.06808975182886401791061282,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29141946814.20347018241722055566517
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005594898434076093623020931450840573,1787.342543895765495544922879737262,13773299.584247150220122642,29178155500.47009,14860571,39316112157875,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",825282,21996965434605490368494,1599678405,sushiv2,78638544.62760573879006908559212609,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29142971993.73320424441467021120663
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005586822258853218455098733693627984,1789.926283076822713913619308931258,13774982.552509014125636748,29181148600.546824,14862571,39340195413839,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",825576,21978667940567102718274,1599678405,sushiv2,78703615.23003977557715219046133439,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29145964271.73854616958184434885549
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005621104510655288039489569946796291,1779.009797993283735840066285018621,13776142.589751671880060961,29183205700.737087,14864571,39223137443300,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",825836,22047735480458595212085,1599678405,sushiv2,78310568.81764516895146246195752675,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29148021044.60828886249324250913803
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005593875197653239625456995218705224,1787.669486118537630729166116712828,13776575.694302252760555321,29183978304.52785,14865571,39319645922741,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",826004,21994919210772820893065,1599678405,uniswapv2,78643239.30058483278564737597347435,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29148792384.28359656476225183147791
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.000551122059255007804807521599983694,1814.480083326320670978597302467482,13777060.548378947107382434,29184850126.978027,14866571,39614712104600,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",826181,21832541711881436143276,1599678405,sushiv2,79256586.66051567989136801540439784,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29149663910.45907030721239221080119
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005585258973447967272111789518226068,1790.427274283875391219841577253988,13777684.461830283625886213,29185974093.184648,14868571,39352951892677,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",826423,21979642769024038174963,1599678405,sushiv2,78718976.34655213651867476223222179,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29150787983.61450415986887124247923
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005333239583235982099762854543113966,1875.032959597968577716811670783065,13779423.441684466716985349,29189149881.604416,14870571,40139005590457,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",826735,21407093344675564628106,1599678405,sushiv2,80279299.55069173739394960407615445,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29153961079.89510976909490188956819
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005267747295443629730462073338000599,1898.344669769858021601600815876333,13782517.198970713421215173,29195128507.532074,14872071,40396582738963,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",826957,21279898946833715946716,1599678405,uniswapv2,80772633.29722464461165686959256012,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29159930376.35528382020967696739879
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005325835877354262476317768813438233,1877.639534954603477863581626333807,13782754.944317650400552207,29195578158.887891,14872571,40176349973304,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",827020,21397264610896340865856,1599678405,sushiv2,80387713.60086622592114983794724078,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29160380246.27079409163087814434545
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005225538232787161110256480529393566,1913.678468039122889805392822942155,13784053.870275069010831631,29198059372.6643,14874571,40563813473519,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",827294,21196775817352051052846,1599678405,sushiv2,81209299.19102560827224116880168499,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29162860060.87477962396305039473056
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005024334200002570818242463805857228,1990.313462825558711011211544359472,13785941.772354357394897937,29201795068.188112,14876571,41373673612205,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",827636,20787516330954548310588,1599678405,sushiv2,82747479.21308650855698980871504733,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29166593940.52934970813695235146126
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005056142023954206869197101020641574,1977.792544715624727218137381913778,13786641.931837798250619757,29203175683.437573,14878571,41243193863007,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",827903,20853144569283993673487,1599678405,uniswapv2,82506030.72654972110989461572499656,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29167974430.33365114633936939133866
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005159596119446590399390609965851669,1938.13619680615295497219950376771,13788260.107346751450514756,29206348052.784823,14880571,40829994683411,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",828268,21066628212555231291469,1599678405,sushiv2,81640110.41760228678651667063998177,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29171146410.98263676357466701234345
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005173566658543208533287549951559451,1932.902513875376622324354421400148,13789017.548686466566909485,29207820551.438132,14882571,40764772479040,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",828527,21089926774066112011646,1599678405,sushiv2,81475413.90407338574815433132173406,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29172618603.97977097484182809201533
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005183162878246365128830295647799176,1929.323896412711163445115729393135,13789871.277386961774778683,29209467526.121991,14884571,40729496849483,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",828837,21110761611989256683059,1599678405,sushiv2,81532482.13671244431710381811741082,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29174265392.68147730465072343969554
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005086090880676000734254059187724131,1966.146542523220405688705114166304,13790213.230610629742193033,29210136423.856555,14885071,41117343527387,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",828915,20912654595226540534565,1599678405,uniswapv2,82178850.54576480452309998558080315,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29174933308.87289303913215378612445
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005486120888235770135631937036983033,1822.781561639230605299947338630847,13792656.389314181049672433,29214732058.635256,14886571,39596691965076,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",829234,21723223889464092754267,1599678405,sushiv2,79139860.55028369370015079228205705,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29179528535.29228221539863228508729
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005477910211662475680937352892033662,1825.513674669218046683507510498858,13794736.673219689661348096,29218493734.449503,14888571,39618906104902,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",829557,21702881032693946475416,1599678405,sushiv2,79267229.68743682979533273281959476,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29183289638.87478548618828610809436
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005482949317662562312343444077523194,1823.835935850507342015581596622545,13795603.208651176639343351,29220070438.10984,14890571,39603066571027,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",829805,21714160683295752100175,1599678405,sushiv2,79230658.62051597919231624003517826,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29184866082.00923702578782293295457
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005578579419382563310579502748953758,1792.571055859736982696042938526593,13796596.42655212049779295,29221864155.964515,14891571,39264837317546,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",829924,21904201336506656933934,1599678405,uniswapv2,78528754.27252538626855422937670114,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29186660071.89687106007038956611684
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005490813335667634877367574118785772,1821.223813062675798085019896611811,13797441.30194360223786294,29223392725.084021,14892571,39579701179454,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",830066,21732475105788604016228,1599678405,sushiv2,79160380.00325395121987182152261902,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29188187374.06999911797382650617701
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.00054494375017698865346865762985565,1835.051782271503537769735481182509,13798962.486115634509318957,29226169714.302187,14894571,39733850376676,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",830322,21652713433237172650293,1599678405,sushiv2,79463839.22666470360990738403042206,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29190961014.3861937895924637174655
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005582824224005097642164438670338395,1791.208105209881861764594544448685,13799693.601540493862570146,29227493871.684378,14896571,39258590731238,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",830561,21917381133465750615674,1599678405,sushiv2,78528464.31788719900148129301848918,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29192284969.12877609019099165873843
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005679439215148630931555775234304073,1760.737217387104298316683570880663,13801326.444443049471465477,29230368678.302712,14898071,39244433830862,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",830797,22288637647530325681199,1599678405,uniswapv2,78527309.81110814812390774245116162,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29195159610.23540088230967759071594
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005721667247120757468317872126556033,1747.742321966062257085216855734549,13801678.033301635470235025,29230984877.533302,14898571,39100270419442,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",830886,22371873661248589308257,1599678405,sushiv2,78295944.31777293679469420388107016,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29195776052.31826068578456154682621
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005670236351042545783153021824011261,1763.594915785366082201821789502442,13803198.575918828028725241,29233671356.479987,14900571,49497017923160,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",831105,28065979029610624618044,1599678405,sushiv2,99016447.35856523297325514787119791,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29198460602.95671899010059115293726
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005635327372994605005536774995260771,1774.519799492325523231522159479974,13803978.986461318523716602,29235054154.242426,14902571,49652165970319,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",831286,27980621002100989308149,1599678405,sushiv2,99269191.30709001844984126975482791,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29199841713.69331722364535267144667
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005648875365633516713162124205545381,1770.263876034111835608755260530169,13804613.888885396698555842,29236177645.067508,14904571,49595864765322,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",831489,28016085871011876132509,1599678405,uniswapv2,99298491.3973120165638535895477358,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29200965101.22745025976102637796971
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.000559167282319982890524908615121742,1788.373589833446387849792867165626,13806184.300851184804183928,29238991796.038174,14906571,49853120283596,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",831697,27876233784149590036103,1599678405,sushiv2,99762741.84502334294448506326633518,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29203777887.31361912631272891730261
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005617405477650422746071508277541816,1780.181266918740110714221885645686,13806417.115008513021880342,29239407418.801415,14908571,49740012479899,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",831857,27940981856298503051363,1599678405,sushiv2,99486888.78355496058560011489847082,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29204193696.13842490851890667833181
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005490231348138558625653169218615202,1821.41687041848623055388920913087,13807209.41023810481103234,29240835494.730508,14910571,50314951459556,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",832031,27624072378332427588553,1599678405,sushiv2,100672114.4478816454089590097930341,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29205620431.86458430264472574138487
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005477466920876697826467736199133419,1825.661413286900618489788849904471,13807293.074185633086089354,29240988131.098034,14911071,50373772401950,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",832078,27592067201145264526977,1599678405,uniswapv2,100608622.0809088842534515451421652,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29205772901.23497152002606896499956
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005374437650789679906912476970586254,1860.659784290301396416022300176027,13808860.12676546730501228,29243831642.708742,14912571,50858637267038,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",832263,27333657499582417512343,1599678405,sushiv2,101753555.7958627584071412756322435,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29208612761.68122613591546029308536
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005246573962479518187547102872536173,1906.005723261361237649375412713112,13809626.031213271254044129,29245274133.204221,14914571,51475171476017,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",832484,27006829438023918059921,1599678405,sushiv2,103003472.3874225683723093255433838,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29210054233.19715057869124340171222
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005380760330072120605549802716821238,1858.473410181784805914126784710311,13810838.113277805690915163,29247554218.56095,14916571,50882008989455,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",832775,27378389548483249362006,1599678405,sushiv2,101786975.4552090609787960120113747,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29212334980.76332483481258144624076
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005389499562514187319621044045644659,1855.459840752826111430865928337901,13811240.59838298307529355,29248302327.569913,14917571,50841861449296,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",832910,27401219003838771767151,1599678405,uniswapv2,101765531.3452012554800199253304437,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29213083188.07159315450769735588768
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005721996847638100429787284455554163,1747.641647885170376671183568837952,13813518.547055574832600455,29252335530.466593,14918571,49349597915788,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",833158,28237824370634670716033,1599678405,sushiv2,98686648.88617510147237969850181381,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29217114684.78940960011381422018874
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005718028501002426194360920789718243,1748.854521842082881744809952013082,13814450.273494121734263577,29253971985.594793,14920571,49369171564038,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",833418,28229433007404780985269,1599678405,sushiv2,98744472.36493718047162805675584852,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29218751011.63958227983822527068198
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005525502602506211999055044017095055,1809.790116733323461592745597347853,13815634.817012839588810043,29256074696.882234,14922571,50242839479197,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",833706,27761694029960487658156,1599678405,sushiv2,100496799.4671547184225265887546217,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29220852408.56217423807756646717142
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005493698170719316240362580976658855,1820.267457229207780851114921822677,13819663.058812701552106763,29263396831.539342,14924071,49069951337298,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",833982,26957550189899988825538,1599678405,uniswapv2,98159325.07707868610289673260596413,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29228170190.12439859329879038985907
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005645169236488488305986523992765745,1771.426077957652760792823468469989,13820346.941473736150888361,29264627952.703633,14924571,48408986256683,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",834040,27327691998582089469524,1599678405,sushiv2,96825279.43448641691538123171127188,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29229401325.14305374566943714933508
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.000552720508561133162752981816917737,1809.232667344377877176643132215983,13821268.818143238669135776,29266285553.239002,14926571,48925339196116,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",834231,27042038362003177468807,1599678405,sushiv2,97792443.04164612433785925034221462,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29231057901.93370119930708285456405
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005577696466645226160236154674863517,1792.854820946293345325246411722573,13823505.496652355153072204,29270317349.818839,14928571,48699959469897,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",834494,27163359186101021813642,1599678405,sushiv2,97458781.14848724001553106949653312,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29235087470.03652245788925187888536
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005571883852653320381583434216021889,1794.725135061460267123361829136212,13824865.021270175858133767,29272762506.922433,14930571,48729020371449,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",834702,27151244176329138712481,1599678405,uniswapv2,97431619.01791211397101044652074182,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29237529399.00168123178423089502744
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005557222147613867954378627007392688,1799.460186110024342808920989604011,13825531.290549473098805343,29273968885.931373,14932571,48795065489781,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",834918,27116501863408010241579,1599678405,sushiv2,97614879.31270365611783067588294748,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29238735524.72256026976522623895309
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005596981412180846960348407975144249,1786.67736473749161514348098758552,13826684.511031447928432555,29276041266.027281,14934571,48624547531973,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",835182,27215068871215695830535,1599678405,sushiv2,97325188.2484862984477135219645777,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29240807617.45134605809320307545853
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005578207259125130551356249290819674,1792.690650502715505230997371396442,13828113.139827213899977199,29278582652.452779,14936571,48710159471511,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",835386,27171536515712539300967,1599678405,sushiv2,97403653.36054209685466393102604291,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29243347629.64189439202720397049561
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005577931202230868496340699917261667,1792.779372395368551199362311779079,13828194.588750652628181914,29278728623.140637,14937071,48711584103021,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",835430,27170986487833398853748,1599678405,uniswapv2,97406250.72206335125126228025184355,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29243493611.54514387982689611042659
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005786526136524638332119595241108261,1728.152567544774832641508209633014,13829511.342390482078729889,29281035188.086844,14938571,47844382705231,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",835574,27685277100970656256118,1599678405,sushiv2,95736028.0244939282840476120138352,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29245799315.32616235157504770638612
"{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': '6'}",0.0005956042943713407556962973742771559,1678.967075036787927466884838129877,13835763.768264424527084025,29291559600.076798,14940571,47169603964601,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",836059,28094418685111775978804,1599678405,sushiv2,94232886.73559063007375616878237305,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,29256300905.10482720301019302935318
