token0,volumeToken1,token0Price,token1Price,blockNumber,volumeToken0,reserve0,token1,txCount,reserve1,createdAtTimestamp,exchange,liquidityUSD,id,volumeUSD
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",256845959.448759,0.002610673446470658556849443447982702,383.0429276215641902515634575426864,10894571,693942.537699340800727808,76964195435721522109277,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",13161,29480590741737,1599581639,sushiv2,58822381.79369120967294076524129796,0x06da0fd433c1a5d7a4faa01111c044910a184553,254523901.005868498723715259978168
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",258049667.478737,0.002619662124169772086671569536257231,381.7286171272647434467589480064253,10896571,697079.403184064016365411,92287322093158862203998,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",13358,35228711841000,1599581639,sushiv2,70350352.11948071368818457698805807,0x06da0fd433c1a5d7a4faa01111c044910a184553,255722997.0064645790358604928103808
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",260960802.854759,0.002637159707444365910765739201803511,379.1958436105054192667577228359641,10898571,704713.63005275722441494,118739596752261423660161,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",13615,45025561560445,1599581639,sushiv2,89676070.74847332138768854330374699,0x06da0fd433c1a5d7a4faa01111c044910a184553,258619673.700396509518499855238442
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",264715847.928811,0.002695557187042736382137101442134898,370.980814210470550168434730201707,10900571,714816.769478738257182293,105268387818883551483111,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",13900,39052552223673,1599581639,uniswapv2,77748705.72653832724913693986913046,0x06da0fd433c1a5d7a4faa01111c044910a184553,262364524.3206334848811793563452645
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",266445297.583414,0.002693930689248240772478540909064305,371.2047989917129727425424745534162,10902571,719504.745945310869249424,105170790218710381503529,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",14029,39039902042936,1599581639,sushiv2,77741429.49127501546434716282122832,0x06da0fd433c1a5d7a4faa01111c044910a184553,264087714.4926979072391227580643783
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",268011519.661553,0.002709424062276453882038178955293505,369.0821285317004071016836242708897,10904571,723714.844984563896099854,98737282441756016779020,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",14188,36442166369039,1599581639,sushiv2,72641666.22492476133728042809344473,0x06da0fd433c1a5d7a4faa01111c044910a184553,265650073.6773242451962950437581621
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",277335204.624668,0.002952513440283632761819925955489958,338.6944785267209993266979054832329,10906571,750384.572835327871767723,98818862015993748343924,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",14513,33469402939111,1599581639,sushiv2,66635443.15486970970686366235982002,0x06da0fd433c1a5d7a4faa01111c044910a184553,274951836.4985353860322365884916572
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",278436603.961125,0.002938693583779276325542038139051441,340.287264218258644869148553854898,10907071,753631.831977904723758849,89860984956962900605902,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",14572,30578548730963,1599581639,uniswapv2,60847757.98066021842941969974933915,0x06da0fd433c1a5d7a4faa01111c044910a184553,276048100.1705391221422901356650895
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",280951549.062266,0.002879218167780742399211890039910699,347.3165080681554605531816726226404,10908571,760910.195458366578099983,88768438364383607705421,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",14702,30830744039381,1599581639,sushiv2,61479412.28384240591049113244114355,0x06da0fd433c1a5d7a4faa01111c044910a184553,278553045.3348643700766637256764096
"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",282003637.198373,0.002904942219257804847094521137555372,344.2409261604845093366450706986651,10910571,763974.08873853084384913,89440498506566838256613,"{'id': '0xdac17f958d2ee523a2206206994597c13d831ec7', 'symbol': 'USDT', 'decimals': '6'}",14805,30789080042156,1599581639,sushiv2,61400971.46807380033669185276957108,0x06da0fd433c1a5d7a4faa01111c044910a184553,279601697.0023597179356276005143857
