totalValueLockedUSD,inputTokenWeights,fees,cumulativeVolumeUSD,id,rewardTokenEmissionsUSD,blockNumber,exchange,inputTokens,inputTokenBalances
222767253.2498126548115264491031174,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",167200851437.2243669082547461723229,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14456571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3120.840104631914231243454674467549'}]","['129065903493509', '30024399397211414951713']"
240084942.9066309685899681525352583,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",167489914023.6377440238136229246012,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14458571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3108.348716013819726677011779911244'}]","['130859268097338', '35139453384549840497566']"
242202712.0389423757243429921965029,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",167610433424.3594918666619998966797,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14460571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3125.851953269050263227798716213679'}]","['135965886573242', '33986518572831556605754']"
242113839.7838135406787808299908347,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",167720878568.7847488268172829806501,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14462571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3118.718863388954983705928293724804'}]","['133383684447066', '34863724529050992331352']"
243816273.0814908817253237963605454,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",167860553462.4302159630979861005389,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14464571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3139.438698920294777248531646590868'}]","['145755827191134', '31235024886480981848134']"
244273245.3257073757700131267302082,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",167949338617.9197566124998362559248,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14466571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3149.090424626734583314455866557825'}]","['149148716871522', '30206985391809001089291']"
244914370.8311129992419092850281734,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",168027339836.4012009129765898132074,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14468571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3137.645148215150180493674293850891'}]","['144910677856800', '31872212519379418034060']"
239549853.1676402238814246840603021,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",168195156247.9115296906577682705059,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14470571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3233.060557218596794432697393605703'}]","['166057427257223', '22731533978331289085478']"
245422844.3849356356703122188756866,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",168438961945.6059890744555368638557,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14472571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3307.162178795317587216358490170918'}]","['175176266406467', '21240741814499397718898']"
240554953.2159857130774155964581286,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",168560051608.7493365591261809035184,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14474571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3347.775155069655608333498588252402'}]","['172605445622492', '20296914949797433190908']"
237527587.5967118936623750371255742,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",168853588540.3461059358815822838737,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14476571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3420.727606122239201079395151718292'}]","['161690364154111', '22169910081957827064104']"
242217148.8642494619753365228356078,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",169140422590.4888037330375836317833,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14478571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3385.158675506992000917028602857547'}]","['156027950272298', '25460903565781296066237']"
242559831.862469499711124875553243,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",169301514743.3108878281878222364908,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14480571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3428.361795173509711667575837878659'}]","['162046641311456', '23484449822174826678060']"
235579319.0688049068232257582694454,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",169601581141.8165895175654184646173,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14482571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3393.175831451266466213520359988025'}]","['147071548292994', '26084050804392296578336']"
234827927.0417354349769437467128084,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",169891341315.4726136195825154014219,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14484571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3368.938279043062123415932704599707'}]","['140276082711249', '28065769242095949766160']"
235902558.9092006005586898508365456,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",170056145402.6632064073166604119588,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14486571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3401.007464325041006222704288374252'}]","['152502867933415', '24522105087722411019766']"
237686607.9911133001840716998292963,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",170292904741.4651674060533174813131,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14488571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3378.97788104839461496114788525468'}]","['148934418799584', '26265987028003918400103']"
225702715.5560179058858066789659131,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",170566462144.8190169959610929074476,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14490571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3386.608562803372726738252139471785'}]","['137656036792856', '25998481114770014339077']"
224016452.8107053255116288944025826,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",170707393978.9734623958759195864544,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14492571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3397.865018743910205190091707203107'}]","['137394882011290', '25492940514581343767355']"
220466270.6595785633927595750054249,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",170992837150.2686323409601207839691,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14494571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3360.003056954354998519769407955822'}]","['121446745358558', '29470070003679084385339']"
216862548.7651559626250245731722896,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",171274458483.4021371896860536964658,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14496571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3287.468096130235722676840466093575'}]","['101720093971023', '34995043721771069959769']"
206835139.185718509089543348554572,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",171502679479.648973573005656968578,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14498571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3257.15716114432267818822813453643'}]","['94439667525566', '34507230108806018778221']"
216678816.6515005749452740011665455,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",171971818616.0995323963988597808383,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14502571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3462.15439595917274138222360447948'}]","['137824025576723', '22776220253727663501899']"
218348607.027936110461144645578974,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",172180829424.5588763740066765482211,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14504571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3468.572365307277779426853869003382'}]","['141803270790621', '22068254075631495828099']"
215750808.4110435181621681703064681,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",172302037178.1860184438847983647145,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14506571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3487.031759020133736772182690744699'}]","['143916005803520', '20600558747910374834925']"
219506839.2787168441685453884200126,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",172623656661.0719482919741626072065,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14508571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3461.838615041743539012430610345668'}]","['138191001279870', '23489205315790355412069']"
220033480.0534223874562092420509769,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",172826050783.7107855394381783886378,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14510571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3440.699196544453980531016779322866'}]","['134253073069279', '24931097455509607474431']"
222005649.597349388093738203421394,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",172960537276.7715554810493024513779,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14512571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3494.693128513876114424381383497194'}]","['144109493515590', '22289841544652263650669']"
222943399.2805975386421569097572317,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",173100629256.8240647188484677111566,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14514571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3491.181365596831004880984764280884'}]","['144627678713474', '22432441161284430218060']"
222741128.5882089411190945141995435,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",173337256400.9746366855313312521402,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14516571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3482.667108637370514962988202661129'}]","['130454836953157', '26507714352853720078072']"
220768215.1035222590463434152127962,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",173772350713.5146119906183334367333,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14520571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3442.28619972679317851615224458569'}]","['115992322661561', '30437879468092192726023']"
222197197.5184170359834229327322135,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",174013562299.2605926630032047143036,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14522571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3528.16528077975996157912509918329'}]","['136423824183315', '24311041719719337815746']"
224842182.8245363145011435922461114,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",174128626098.3273197665503751317173,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14524571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3521.265598562838222619110418258771'}]","['138978575968697', '24384302874194864073876']"
224658223.743464996681963608484785,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",174419275050.4161830087705651658995,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14526571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3452.437945604596266626080368106146'}]","['118779158112499', '30667912732729593243577']"
225310183.4363331131809596203766104,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",174709147194.1313313388369452309791,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14528571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3448.696561900264575781167740204753'}]","['119943095775286', '30552727898736572712999']"
224985859.2157959088192618915071505,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",176108132642.9558248750444772030614,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14536571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3186.586512090616114655057713061514'}]","['74482823626273', '47230174049403964197920']"
228517130.7671836446804306301343311,"['50', '50']","[{'feeType': 'FIXED_LP_FEE', 'feePercentage': '0.05'}, {'feeType': 'FIXED_PROTOCOL_FEE', 'feePercentage': '0'}, {'feeType': 'FIXED_TRADING_FEE', 'feePercentage': '0.05'}]",176337249915.4953983356838617499865,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,,14538571,uniswapv3,"[{'id': '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', 'symbol': 'USDC', 'decimals': 6, 'lastPriceUSD': '1'}, {'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': 18, 'lastPriceUSD': '3249.60271137498213284489610797974'}]","['90211968889589', '42560637149109999676825']"
