token0,volumeToken1,token0Price,token1Price,blockNumber,volumeToken0,reserve0,token1,txCount,reserve1,createdAtTimestamp,exchange,liquidityUSD,id,volumeUSD
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10916571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10918571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10920071,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiswap,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10920571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10922571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0,18.90698929341438668889871472517808,0.0528904938,10924571,0,1,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",2,528904938,1599830986,sushiv2,0.0000003839728150323951261670759339086659,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0.031881065085759725,0.03153299708752628801755197029986643,31.71281173255733688903040917051425,10926571,0.00155878,3140500,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",12,995940852460963165,1599830986,sushiswap,332.4428689666523742462816914683934,0xceff51756c56ceffca006cd410b03ffc46dd3a58,5.314318193101360442388436299873491
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0.031881065085759725,0.03153299708752628801755197029986643,31.71281173255733688903040917051425,10928571,0.00155878,3140500,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",12,995940852460963165,1599830986,sushiv2,332.4428689666523742462816914683934,0xceff51756c56ceffca006cd410b03ffc46dd3a58,5.314318193101360442388436299873491
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0.081881065085759725,0.02859436069413517179772595235653106,34.97193067880354343201035441675992,10930571,0.00305577,2990801,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",13,1045940852460963165,1599830986,sushiv2,357.1359685935909522946145951658762,0xceff51756c56ceffca006cd410b03ffc46dd3a58,13.85055539411746808170859805386262
"{'id': '0x2260fac5e5542a773aa44fbcfedf7c193bc2c599', 'symbol': 'WBTC', 'decimals': '8'}",0.081881065085759725,0.02859436069413517181028237431598468,34.97193067880354341665339914026429,10932571,0.00305577,3140500,"{'id': '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2', 'symbol': 'WETH', 'decimals': '18'}",14,1098293482967825281,1599830986,sushiv2,375.0117474777400386012723370857292,0xceff51756c56ceffca006cd410b03ffc46dd3a58,13.85055539411746808170859805386262
